Record_id,Date,Time,Transaction,Product
115,10/30/2016,12:38:06,55,Frittata
116,10/30/2016,12:38:06,55,Coffee
117,10/30/2016,12:38:06,55,Tea
118,10/30/2016,12:38:06,55,Hearty & Seasonal
119,10/30/2016,12:39:27,56,Coffee
120,10/30/2016,12:39:27,56,Frittata
121,10/30/2016,12:45:48,57,Scandinavian
122,10/30/2016,12:59:29,58,Victorian Sponge
123,10/30/2016,12:59:29,58,Hot chocolate
124,10/30/2016,12:59:29,58,Tea
125,10/30/2016,12:59:29,58,Soup
126,10/30/2016,13:02:04,59,Tea
127,10/30/2016,13:02:04,59,NONE
128,10/30/2016,13:14:04,60,Cookies
129,10/30/2016,13:14:04,60,Coffee
130,10/30/2016,13:14:04,60,Juice
131,10/30/2016,13:14:04,60,Coffee
132,10/30/2016,13:15:38,61,Coffee
133,10/30/2016,13:24:00,62,Pick and Mix Bowls
134,10/30/2016,13:24:00,62,Hearty & Seasonal
135,10/30/2016,13:24:00,62,Hearty & Seasonal
136,10/30/2016,13:24:00,62,Coffee
137,10/30/2016,13:24:00,62,Smoothies
138,10/30/2016,13:24:00,62,Coffee
139,10/30/2016,13:33:12,63,Coffee
140,10/30/2016,13:34:07,64,Cake
141,10/30/2016,13:37:25,65,NONE
142,10/30/2016,13:37:25,65,Tartine
143,10/30/2016,13:37:25,65,Mighty Protein
144,10/30/2016,13:37:25,65,Tea
145,10/30/2016,13:37:25,65,Coffee
146,10/30/2016,13:40:20,66,Hearty & Seasonal
147,10/30/2016,13:40:20,66,Frittata
148,10/30/2016,13:40:20,66,Mineral water
149,10/30/2016,13:46:48,67,Hearty & Seasonal
150,10/30/2016,13:46:48,67,NONE
151,10/30/2016,13:46:48,67,Mineral water
152,10/30/2016,13:46:48,67,Muffin
153,10/30/2016,13:49:36,68,Frittata
154,10/30/2016,13:49:36,68,Coffee
155,10/30/2016,13:49:36,68,Tea
156,10/30/2016,13:49:36,68,Scandinavian
157,10/30/2016,13:49:36,68,Chicken sand
158,10/30/2016,13:51:49,69,Bread
159,10/30/2016,13:51:49,69,Tea
160,10/30/2016,13:51:49,69,Victorian Sponge
161,10/30/2016,13:54:42,70,Fudge
162,10/30/2016,13:56:08,71,Muffin
163,10/30/2016,14:21:38,72,Coffee
164,10/30/2016,14:21:38,72,Bread
165,10/30/2016,14:22:39,73,Bread
166,10/30/2016,14:24:03,74,Coffee
167,10/30/2016,14:24:03,74,Bread
168,10/30/2016,14:32:26,75,NONE
169,10/30/2016,14:32:26,75,Jam
170,10/30/2016,14:32:26,75,Frittata
171,10/30/2016,14:32:49,76,Coffee
172,10/30/2016,14:35:36,77,Scandinavian
173,10/30/2016,14:42:29,78,Fudge
174,10/30/2016,14:45:44,79,Fudge
175,10/30/2016,14:45:44,79,Tea
176,10/30/2016,14:45:44,79,Coffee
177,10/30/2016,14:45:44,79,Muffin
178,10/30/2016,14:48:40,80,Frittata
179,10/30/2016,14:48:40,80,Bread
180,10/30/2016,14:48:40,80,Coffee
181,10/31/2016,8:28:31,81,Coffee
182,10/31/2016,8:28:31,81,Cake
183,10/31/2016,8:47:05,82,Tartine
184,10/31/2016,8:47:05,82,NONE
185,10/31/2016,8:47:05,82,Bread
186,10/31/2016,8:57:47,83,Coffee
187,10/31/2016,8:57:47,83,Bread
188,10/31/2016,9:04:06,84,Bread
189,10/31/2016,9:10:09,85,Coffee
190,10/31/2016,9:10:09,85,Coffee
191,10/31/2016,9:10:09,85,Pastry
192,10/31/2016,9:10:09,85,Medialuna
193,10/31/2016,9:11:08,86,Juice
194,10/31/2016,9:12:56,87,Bread
195,10/31/2016,9:16:01,88,Coffee
196,10/31/2016,9:16:01,88,Coffee
197,10/31/2016,9:16:01,88,Jam
198,10/31/2016,9:19:41,89,Bread
199,10/31/2016,9:20:12,90,Bread
200,10/31/2016,9:20:12,90,Coffee
201,10/31/2016,9:22:48,91,Tea
202,10/31/2016,9:22:48,91,NONE
203,10/31/2016,9:27:11,92,Coffee
204,10/31/2016,9:29:23,93,Bread
205,10/31/2016,9:29:23,93,Coke
206,10/31/2016,9:39:09,94,Coffee
207,10/31/2016,9:39:09,94,Coffee
208,10/31/2016,9:43:37,95,Tea
209,10/31/2016,9:43:37,95,Pastry
210,10/31/2016,9:43:37,95,Farm House
211,10/31/2016,9:46:48,96,Pastry
212,10/31/2016,9:46:48,96,Pastry
213,10/31/2016,9:46:48,96,Coffee
214,10/31/2016,9:46:48,96,Juice
215,10/31/2016,9:51:11,97,Coffee
216,10/31/2016,9:51:11,97,Pastry
217,10/31/2016,9:51:11,97,Juice
218,10/31/2016,9:52:22,98,Farm House
219,10/31/2016,9:56:37,99,Pastry
220,10/31/2016,9:56:37,99,Pastry
221,10/31/2016,9:56:37,99,Coffee
222,10/31/2016,9:56:37,99,Bread
223,10/31/2016,9:58:06,100,Bread
224,10/31/2016,10:04:02,101,Coffee
225,10/31/2016,10:04:02,101,Pastry
226,10/31/2016,10:04:44,102,Farm House
227,10/31/2016,10:07:40,103,NONE
228,10/31/2016,10:07:40,103,Bread
229,10/31/2016,10:12:48,104,Coffee
230,10/31/2016,10:12:48,104,Coffee
231,10/31/2016,10:12:48,104,Medialuna
232,10/31/2016,10:12:48,104,Muffin
233,10/31/2016,10:12:48,104,Coffee
234,10/31/2016,10:21:29,105,Coffee
235,10/31/2016,10:21:29,105,Tea
236,10/31/2016,10:21:29,105,NONE
237,10/31/2016,10:21:29,105,Cake
238,10/31/2016,10:24:21,106,Coffee
239,10/31/2016,10:24:21,106,Coffee
240,10/31/2016,10:24:21,106,Pastry
241,10/31/2016,10:24:21,106,Pastry
242,10/31/2016,10:27:30,107,Coffee
243,10/31/2016,10:27:30,107,Tea
244,10/31/2016,10:31:05,108,Farm House
245,10/31/2016,10:31:05,108,Muffin
246,10/31/2016,10:35:23,109,Bread
247,10/31/2016,10:35:23,109,Muffin
248,10/31/2016,10:35:23,109,Pastry
249,10/31/2016,10:36:37,110,Pastry
250,10/31/2016,10:38:09,111,Coffee
251,10/31/2016,10:59:17,112,Coffee
252,10/31/2016,11:02:37,113,Coffee
253,10/31/2016,11:02:37,113,Cake
254,10/31/2016,11:05:45,114,Farm House
255,10/31/2016,11:08:53,115,Bread
256,10/31/2016,11:11:01,116,Coffee
257,10/31/2016,11:13:08,117,Cookies
258,10/31/2016,11:13:08,117,Cake
259,10/31/2016,11:13:08,117,Coffee
260,10/31/2016,11:13:08,117,My-5 Fruit Shoot
261,10/31/2016,11:18:29,118,Cookies
262,10/31/2016,11:18:29,118,Cookies
263,10/31/2016,11:18:29,118,Tea
264,10/31/2016,11:18:29,118,Pastry
265,10/31/2016,11:25:56,119,Coffee
266,10/31/2016,11:25:56,119,Coffee
267,10/31/2016,11:25:56,119,Muffin
268,10/31/2016,11:29:01,120,Farm House
269,10/31/2016,11:30:59,121,Coffee
270,10/31/2016,11:30:59,121,Bread
271,10/31/2016,11:37:30,122,Cookies
272,10/31/2016,11:42:05,123,Jam
273,10/31/2016,11:42:05,123,NONE
274,10/31/2016,11:42:05,123,Coffee
275,10/31/2016,11:42:05,123,Coffee
276,10/31/2016,11:42:05,123,Juice
277,10/31/2016,11:43:10,124,Coffee
278,10/31/2016,11:43:10,124,Soup
279,10/31/2016,11:47:18,125,Tea
280,10/31/2016,11:52:43,126,Coffee
281,10/31/2016,11:52:43,126,Jam
282,10/31/2016,11:53:11,127,Farm House
283,10/31/2016,11:55:00,128,NONE
284,10/31/2016,11:55:00,128,Tartine
285,10/31/2016,11:55:00,128,Coffee
286,10/31/2016,11:55:00,128,Tea
287,10/31/2016,11:59:23,129,Coffee
288,10/31/2016,11:59:23,129,Coffee
289,10/31/2016,11:59:23,129,Cake
290,10/31/2016,12:03:12,130,Coffee
291,10/31/2016,12:03:12,130,Coffee
292,10/31/2016,12:03:12,130,Muffin
293,10/31/2016,12:08:28,131,Bread
294,10/31/2016,12:08:28,131,Coffee
295,10/31/2016,12:14:20,132,Tea
296,10/31/2016,12:14:20,132,Juice
297,10/31/2016,12:14:20,132,Pick and Mix Bowls
298,10/31/2016,12:14:20,132,Cookies
299,10/31/2016,12:16:32,133,Hearty & Seasonal
300,10/31/2016,12:16:32,133,Soup
301,10/31/2016,12:19:37,134,Hearty & Seasonal
302,10/31/2016,12:19:37,134,Tea
303,10/31/2016,12:19:37,134,Farm House
304,10/31/2016,12:20:21,135,Bread
305,10/31/2016,12:27:41,136,Tea
306,10/31/2016,12:27:41,136,Soup
307,10/31/2016,12:37:07,137,Farm House
308,10/31/2016,12:43:35,138,Soup
309,10/31/2016,12:43:35,138,Hearty & Seasonal
310,10/31/2016,12:43:35,138,Coffee
311,10/31/2016,12:50:57,139,Bread
312,10/31/2016,12:50:57,139,Muffin
313,10/31/2016,12:50:57,139,Hearty & Seasonal
314,10/31/2016,12:53:33,140,Coffee
315,10/31/2016,12:53:33,140,Coffee
316,10/31/2016,12:53:33,140,Cookies
317,10/31/2016,12:54:28,141,Bread
318,10/31/2016,12:56:47,142,Tea
319,10/31/2016,12:56:47,142,Muffin
320,10/31/2016,12:59:08,143,Tea
321,10/31/2016,13:02:11,144,Soup
322,10/31/2016,13:02:11,144,Hearty & Seasonal
323,10/31/2016,13:05:49,145,Coffee
324,10/31/2016,13:05:49,145,Tea
325,10/31/2016,13:05:49,145,Focaccia
326,10/31/2016,13:08:30,146,Sandwich
327,10/31/2016,13:09:31,147,Tartine
328,10/31/2016,13:09:31,147,Coffee
329,10/31/2016,13:21:17,148,Fudge
330,10/31/2016,13:21:17,148,Coffee
331,10/31/2016,13:21:17,148,Coffee
332,10/31/2016,13:26:03,149,Coffee
333,10/31/2016,13:31:33,150,Bread
334,10/31/2016,13:50:17,151,Coke
335,10/31/2016,13:50:17,151,Soup
336,10/31/2016,13:51:18,152,Muffin
337,10/31/2016,13:55:22,153,Tea
338,10/31/2016,13:55:22,153,Coffee
339,10/31/2016,13:55:22,153,Cookies
340,10/31/2016,13:55:22,153,Muffin
341,10/31/2016,14:00:21,154,Mighty Protein
342,10/31/2016,14:00:21,154,Hearty & Seasonal
343,10/31/2016,14:00:21,154,Coffee
344,10/31/2016,14:00:21,154,Coke
345,10/31/2016,14:01:30,155,Tea
346,10/31/2016,14:01:30,155,Muffin
347,10/31/2016,14:01:30,155,Sandwich
348,10/31/2016,14:04:16,156,Coffee
349,10/31/2016,14:04:16,156,Muffin
350,10/31/2016,14:05:07,157,Coffee
351,10/31/2016,14:05:07,157,Bread
352,10/31/2016,14:20:29,158,Coffee
353,10/31/2016,14:20:29,158,Muffin
354,10/31/2016,14:22:31,159,Bread
355,10/31/2016,14:22:31,159,Hot chocolate
356,10/31/2016,14:22:31,159,Cookies
357,10/31/2016,14:35:27,160,Mineral water
358,10/31/2016,14:35:27,160,Muffin
359,10/31/2016,14:42:34,161,Tea
360,10/31/2016,14:44:48,162,Muffin
361,10/31/2016,14:47:16,163,Coffee
362,10/31/2016,14:47:16,163,Juice
363,10/31/2016,14:47:36,164,Coffee
364,10/31/2016,14:47:36,164,Muffin
365,10/31/2016,14:48:49,165,Tea
366,10/31/2016,14:49:28,166,Coffee
367,10/31/2016,14:49:28,166,Muffin
368,10/31/2016,14:50:42,167,Sandwich
369,10/31/2016,14:50:42,167,Hearty & Seasonal
370,10/31/2016,14:50:42,167,Bread
371,10/31/2016,14:50:42,167,Mineral water
372,10/31/2016,14:56:25,168,Tea
373,10/31/2016,14:56:25,168,Coffee
374,10/31/2016,15:05:17,169,Mineral water
375,10/31/2016,15:16:49,170,Coffee
376,10/31/2016,15:20:16,171,Soup
377,10/31/2016,15:20:16,171,Tea
378,10/31/2016,17:06:47,172,Bread
379,10/31/2016,17:06:47,172,Coffee
380,10/31/2016,17:08:09,173,Bread
381,10/31/2016,17:08:09,173,Muffin
382,10/31/2016,17:40:21,174,Coffee
383,10/31/2016,17:49:42,175,Bread
384,10/31/2016,18:22:24,176,Cookies
385,10/31/2016,18:22:24,176,Coffee
386,11/1/2016,7:51:20,178,Coffee
387,11/1/2016,7:51:20,178,Pastry
388,11/1/2016,8:20:50,179,Coffee
389,11/1/2016,8:20:50,179,Pastry
390,11/1/2016,8:22:28,180,Jam
391,11/1/2016,8:22:28,180,Tea
392,11/1/2016,8:45:20,181,Tea
393,11/1/2016,8:45:20,181,Tea
394,11/1/2016,9:07:47,182,Pastry
395,11/1/2016,9:07:47,182,Pastry
396,11/1/2016,9:07:47,182,Ella's Kitchen Pouches
397,11/1/2016,9:09:26,183,Pastry
398,11/1/2016,9:26:03,184,Farm House
399,11/1/2016,9:26:03,184,NONE
400,11/1/2016,9:26:03,184,Tea
401,11/1/2016,9:29:25,185,Tea
402,11/1/2016,9:29:25,185,Victorian Sponge
403,11/1/2016,9:43:13,186,Tea
404,11/1/2016,9:43:13,186,Pastry
405,11/1/2016,10:02:27,187,Bread
406,11/1/2016,10:04:05,188,Coffee
407,11/1/2016,10:29:02,189,Bread
408,11/1/2016,10:29:02,189,Coffee
409,11/1/2016,10:34:53,190,Coffee
410,11/1/2016,10:34:53,190,Pastry
411,11/1/2016,10:34:53,190,Pastry
412,11/1/2016,10:50:50,191,Soup
413,11/1/2016,10:50:50,191,Tea
414,11/1/2016,10:56:08,192,NONE
415,11/1/2016,10:56:08,192,Bread
416,11/1/2016,11:00:48,193,Coffee
417,11/1/2016,11:04:36,194,Bread
418,11/1/2016,11:04:36,194,Bread
419,11/1/2016,11:06:09,195,Bread
420,11/1/2016,11:06:09,195,NONE
421,11/1/2016,11:06:09,195,Scandinavian
422,11/1/2016,11:08:18,196,Bread
423,11/1/2016,11:08:18,196,Cake
424,11/1/2016,11:08:18,196,Cookies
425,11/1/2016,11:10:11,197,Coffee
426,11/1/2016,11:10:11,197,Coffee
427,11/1/2016,11:10:11,197,Tea
428,11/1/2016,11:11:58,198,Coffee
429,11/1/2016,11:11:58,198,Cookies
430,11/1/2016,11:13:20,199,Coffee
431,11/1/2016,11:16:30,200,Bread
432,11/1/2016,11:22:36,201,NONE
433,11/1/2016,11:22:36,201,Coffee
434,11/1/2016,11:22:36,201,Pastry
435,11/1/2016,11:23:19,202,Coffee
436,11/1/2016,11:23:19,202,Coffee
437,11/1/2016,11:25:53,203,Coffee
438,11/1/2016,11:30:00,204,Scandinavian
439,11/1/2016,11:30:00,204,Bread
440,11/1/2016,11:49:31,205,Coffee
441,11/1/2016,11:49:31,205,Coffee
442,11/1/2016,11:49:31,205,Pastry
443,11/1/2016,11:54:17,206,Scandinavian
444,11/1/2016,11:54:17,206,Coffee
445,11/1/2016,11:54:17,206,Pastry
446,11/1/2016,12:03:37,207,Hearty & Seasonal
447,11/1/2016,12:03:37,207,Coffee
448,11/1/2016,12:03:37,207,Muffin
449,11/1/2016,12:10:09,208,Bread
450,11/1/2016,12:10:38,209,Coffee
451,11/1/2016,12:12:26,210,Scandinavian
452,11/1/2016,12:15:36,211,Soup
453,11/1/2016,12:15:36,211,Coffee
454,11/1/2016,12:20:30,212,Coffee
455,11/1/2016,12:20:30,212,Cookies
456,11/1/2016,12:20:30,212,Tartine
457,11/1/2016,12:22:04,213,Bread
458,11/1/2016,12:26:43,214,Bread
459,11/1/2016,12:26:43,214,Tea
460,11/1/2016,12:26:43,214,Tea
461,11/1/2016,12:30:30,215,Pastry
462,11/1/2016,12:30:30,215,Coffee
463,11/1/2016,12:31:30,216,Tartine
464,11/1/2016,12:31:30,216,Coffee
465,11/1/2016,12:33:31,217,Bread
466,11/1/2016,12:33:31,217,Cookies
467,11/1/2016,12:37:29,218,Sandwich
468,11/1/2016,12:41:16,219,Tartine
469,11/1/2016,12:49:16,220,Bread
470,11/1/2016,12:49:16,220,Pastry
471,11/1/2016,12:53:18,221,Bread
472,11/1/2016,12:53:18,221,Scandinavian
473,11/1/2016,13:08:46,222,Scandinavian
474,11/1/2016,13:11:34,223,Alfajores
475,11/1/2016,13:11:34,223,Coffee
476,11/1/2016,13:15:08,224,Coffee
477,11/1/2016,13:19:00,225,Coffee
478,11/1/2016,13:19:00,225,Coke
479,11/1/2016,13:19:00,225,Soup
480,11/1/2016,13:21:52,226,Cake
481,11/1/2016,13:31:35,227,Tea
482,11/1/2016,13:31:35,227,Sandwich
483,11/1/2016,13:31:35,227,Soup
484,11/1/2016,13:33:54,228,Coffee
485,11/1/2016,13:37:48,229,Hearty & Seasonal
486,11/1/2016,13:37:48,229,Bread
487,11/1/2016,13:41:53,230,Alfajores
488,11/1/2016,13:45:21,231,Cake
489,11/1/2016,14:10:03,232,Tea
490,11/1/2016,14:10:03,232,Tea
491,11/1/2016,14:10:03,232,Bread
492,11/1/2016,14:13:26,233,Coffee
493,11/1/2016,14:13:26,233,Tea
494,11/1/2016,14:13:26,233,Bread
495,11/1/2016,14:13:26,233,Soup
496,11/1/2016,14:14:01,234,Coffee
497,11/1/2016,14:14:01,234,Coffee
498,11/1/2016,14:18:52,235,Scandinavian
499,11/1/2016,14:22:07,236,Fudge
500,11/1/2016,14:25:14,237,Coffee
501,11/1/2016,14:25:14,237,Sandwich
502,11/1/2016,14:37:16,238,Tea
503,11/1/2016,14:37:16,238,Bread
504,11/1/2016,14:37:16,238,Cookies
505,11/1/2016,14:37:16,238,Pastry
506,11/1/2016,14:37:26,239,Muffin
507,11/1/2016,14:42:31,240,Scandinavian
508,11/1/2016,14:54:33,241,Jam
509,11/1/2016,14:54:33,241,Tea
510,11/1/2016,15:02:23,242,Juice
511,11/1/2016,15:02:23,242,Tea
512,11/1/2016,15:02:23,242,Alfajores
513,11/1/2016,15:18:43,243,Cake
514,11/1/2016,15:18:43,243,Muffin
515,11/1/2016,15:18:43,243,Coffee
516,11/1/2016,15:18:43,243,Soup
517,11/1/2016,15:33:18,244,Hot chocolate
518,11/1/2016,15:33:18,244,Cake
519,11/1/2016,15:33:18,244,Coffee
520,11/1/2016,15:37:30,245,Cake
521,11/1/2016,15:37:30,245,Cookies
522,11/1/2016,15:48:44,246,Tea
523,11/1/2016,15:48:44,246,Bread
524,11/1/2016,16:07:11,247,Alfajores
525,11/1/2016,16:07:11,247,Coffee
526,11/1/2016,16:07:11,247,Coffee
527,11/1/2016,16:07:11,247,Coffee
528,11/1/2016,16:07:11,247,Juice
529,11/1/2016,16:08:22,248,Coffee
530,11/1/2016,16:08:22,248,Tea
531,11/1/2016,16:08:22,248,Soup
532,11/1/2016,16:10:03,249,Hot chocolate
533,11/1/2016,16:10:42,250,Cookies
534,11/1/2016,16:26:55,251,Coffee
535,11/1/2016,16:26:55,251,Medialuna
536,11/1/2016,16:28:57,252,Bread
537,11/1/2016,16:28:57,252,Eggs
538,11/1/2016,17:46:13,253,Scandinavian
539,11/1/2016,18:43:55,254,Medialuna
540,11/2/2016,8:02:20,255,Coffee
541,11/2/2016,8:02:20,255,Coffee
542,11/2/2016,8:02:20,255,Pastry
543,11/2/2016,8:05:03,256,Coffee
544,11/2/2016,8:05:03,256,Bread
545,11/2/2016,8:07:05,257,Bread
546,11/2/2016,8:07:05,257,Coffee
547,11/2/2016,8:07:05,257,Pastry
548,11/2/2016,8:07:05,257,NONE
549,11/2/2016,8:08:45,258,Coffee
550,11/2/2016,8:08:45,258,Pastry
551,11/2/2016,8:11:35,259,Pastry
552,11/2/2016,8:12:03,260,Coffee
553,11/2/2016,8:12:51,261,Coffee
554,11/2/2016,8:29:04,262,Coffee
555,11/2/2016,8:29:04,262,Hot chocolate
556,11/2/2016,8:29:04,262,Pastry
557,11/2/2016,8:53:32,263,Coke
558,11/2/2016,9:02:24,264,Coffee
559,11/2/2016,9:02:24,264,Jam
560,11/2/2016,9:03:13,265,Tea
561,11/2/2016,9:05:25,266,NONE
562,11/2/2016,9:05:25,266,Bread
563,11/2/2016,9:05:25,266,Pastry
564,11/2/2016,9:18:53,267,Coffee
565,11/2/2016,9:18:53,267,Alfajores
566,11/2/2016,9:18:53,267,Farm House
567,11/2/2016,9:22:47,268,Tea
568,11/2/2016,9:22:47,268,Pastry
569,11/2/2016,9:25:31,269,Bread
570,11/2/2016,9:27:58,270,Coffee
571,11/2/2016,9:27:58,270,Jam
572,11/2/2016,9:33:47,271,Coffee
573,11/2/2016,9:33:47,271,Tea
574,11/2/2016,9:33:47,271,Coffee
575,11/2/2016,9:33:47,271,Pastry
576,11/2/2016,9:35:10,272,Farm House
577,11/2/2016,9:52:58,274,Coffee
578,11/2/2016,9:52:58,274,NONE
579,11/2/2016,9:52:58,274,Bread
580,11/2/2016,9:52:58,274,Pastry
581,11/2/2016,9:53:28,275,Farm House
582,11/2/2016,9:54:47,276,Coffee
583,11/2/2016,9:54:47,276,Coffee
584,11/2/2016,9:54:47,276,Pastry
585,11/2/2016,10:12:15,277,Farm House
586,11/2/2016,10:13:27,278,Coffee
587,11/2/2016,10:13:27,278,Pastry
588,11/2/2016,10:15:48,279,NONE
589,11/2/2016,10:15:48,279,Coffee
590,11/2/2016,10:17:22,280,Coffee
591,11/2/2016,10:17:22,280,Pastry
592,11/2/2016,10:29:56,281,Bread
593,11/2/2016,10:29:56,281,Bread
594,11/2/2016,10:37:45,282,Bread
595,11/2/2016,10:37:45,282,Coffee
596,11/2/2016,10:37:45,282,Pastry
597,11/2/2016,10:44:50,283,Pastry
598,11/2/2016,10:44:50,283,Coffee
599,11/2/2016,10:48:08,284,Coffee
600,11/2/2016,10:48:08,284,Farm House
601,11/2/2016,10:52:20,285,Farm House
602,11/2/2016,10:52:20,285,Farm House
603,11/2/2016,10:52:20,285,Pastry
604,11/2/2016,10:53:48,286,Bread
605,11/2/2016,10:53:48,286,Juice
606,11/2/2016,10:53:48,286,Alfajores
607,11/2/2016,10:56:40,287,Coffee
608,11/2/2016,10:56:40,287,Pastry
609,11/2/2016,10:59:16,288,Bread
610,11/2/2016,10:59:16,288,Alfajores
611,11/2/2016,11:00:57,289,Bread
612,11/2/2016,11:03:49,290,Coffee
613,11/2/2016,11:03:49,290,Cookies
614,11/2/2016,11:04:47,291,Coffee
615,11/2/2016,11:15:13,292,Cookies
616,11/2/2016,11:29:15,293,Hearty & Seasonal
617,11/2/2016,11:35:36,294,Coffee
618,11/2/2016,11:39:45,295,Jam
619,11/2/2016,11:39:45,295,Tartine
620,11/2/2016,11:39:45,295,Bread
621,11/2/2016,11:58:42,296,Farm House
622,11/2/2016,11:58:42,296,Scandinavian
623,11/2/2016,12:06:51,297,Hearty & Seasonal
624,11/2/2016,12:06:51,297,Coffee
625,11/2/2016,12:06:51,297,Muffin
626,11/2/2016,12:06:51,297,Scandinavian
627,11/2/2016,12:11:56,298,Tartine
628,11/2/2016,12:11:56,298,Pick and Mix Bowls
629,11/2/2016,12:11:56,298,NONE
630,11/2/2016,12:11:56,298,Coffee
631,11/2/2016,12:11:56,298,Coke
632,11/2/2016,12:14:15,299,Bread
